ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-10163,2025-11-15,2025-11-15 20:44,Parramatta,Desktop,Password reset / login issue,Low,7,True,True
TCK-11106,2025-11-15,2025-11-15 20:54,Bondi Junction,Desktop,Slow computer / performance issue,High,30,True,True
TCK-13253,2025-11-16,2025-11-16 08:00,Castle Hill,Desktop,Password reset / login issue,High,13,True,True
TCK-14469,2025-11-16,2025-11-16 08:09,Parramatta,Desktop,Screen / hardware fault,Low,55,False,True
TCK-12691,2025-11-16,2025-11-16 08:17,Liverpool,Network Equipment,Wifi / network drop out,High,22,True,False
TCK-12397,2025-11-16,2025-11-16 08:40,Liverpool,Desktop,Password reset / login issue,Medium,21,False,True
TCK-14541,2025-11-16,2025-11-16 08:40,Liverpool,Network Equipment,Printer connectivity issue,Medium,39,True,False
TCK-14606,2025-11-16,2025-11-16 08:41,Parramatta,Desktop,Password reset / login issue,High,10,False,True
TCK-11300,2025-11-16,2025-11-16 09:25,Bondi Junction,Network Equipment,Printer connectivity issue,Low,9,True,False
TCK-11662,2025-11-16,2025-11-16 10:18,Castle Hill,Desktop,Slow computer / performance issue,Medium,47,False,True
TCK-14344,2025-11-16,2025-11-16 11:49,Liverpool,Register / POS,Barcode scanner not working,Low,5,False,True
TCK-13241,2025-11-16,2025-11-16 11:54,Liverpool,Register / POS,Barcode scanner not working,Medium,13,False,True
TCK-11233,2025-11-16,2025-11-16 12:06,Liverpool,Desktop,Slow computer / performance issue,Low,37,False,True
TCK-10074,2025-11-16,2025-11-16 12:29,Chatswood,Network Equipment,Wifi / network drop out,Low,28,True,False
TCK-12700,2025-11-16,2025-11-16 12:49,Parramatta,Network Equipment,Wifi / network drop out,High,40,False,False
TCK-13851,2025-11-16,2025-11-16 12:49,Chatswood,Network Equipment,Printer connectivity issue,Low,30,True,False
TCK-14928,2025-11-16,2025-11-16 13:13,Parramatta,Desktop,Slow computer / performance issue,Medium,26,False,True
TCK-14486,2025-11-16,2025-11-16 14:52,Liverpool,Mobile Device,Mobile device setup,Medium,17,True,True
TCK-13895,2025-11-16,2025-11-16 15:00,Parramatta,Desktop,Password reset / login issue,Medium,8,False,True
TCK-10223,2025-11-16,2025-11-16 15:13,Bondi Junction,Laptop,Software install / update request,Low,25,False,True
TCK-13181,2025-11-16,2025-11-16 15:22,Chatswood,Desktop,Slow computer / performance issue,Low,29,True,True
TCK-12976,2025-11-16,2025-11-16 15:40,Bondi Junction,Network Equipment,Printer connectivity issue,Low,20,True,False
TCK-10559,2025-11-16,2025-11-16 16:18,Liverpool,Desktop,Screen / hardware fault,High,35,False,True
TCK-11307,2025-11-16,2025-11-16 17:24,Chatswood,Laptop,New starter device setup,High,51,True,True
TCK-11503,2025-11-16,2025-11-16 17:42,Liverpool,Register / POS,Barcode scanner not working,Low,16,False,True
TCK-13135,2025-11-16,2025-11-16 17:44,Castle Hill,Register / POS,Register freezing / crashing,Medium,12,False,False
TCK-11440,2025-11-16,2025-11-16 18:51,Castle Hill,Network Equipment,Wifi / network drop out,Low,42,True,False
TCK-11235,2025-11-16,2025-11-16 18:57,Liverpool,Desktop,Password reset / login issue,High,10,False,True
TCK-14102,2025-11-16,2025-11-16 19:05,Castle Hill,Desktop,Email / account access issue,High,13,False,True
TCK-10735,2025-11-16,2025-11-16 20:08,Chatswood,Register / POS,Payment terminal error,Medium,13,True,True
TCK-13552,2025-11-16,2025-11-16 20:20,Castle Hill,Laptop,Software install / update request,Medium,12,False,True
TCK-11853,2025-11-16,2025-11-16 20:37,Castle Hill,Desktop,Slow computer / performance issue,High,31,False,True
TCK-13452,2025-11-17,2025-11-17 08:05,Bondi Junction,Desktop,Slow computer / performance issue,High,37,False,True
TCK-13282,2025-11-17,2025-11-17 08:10,Parramatta,Desktop,Password reset / login issue,Low,16,False,True
TCK-10089,2025-11-17,2025-11-17 09:38,Castle Hill,Register / POS,Register freezing / crashing,High,30,True,False
TCK-12067,2025-11-17,2025-11-17 09:44,Liverpool,Network Equipment,Printer connectivity issue,Low,42,True,False
TCK-12552,2025-11-17,2025-11-17 09:47,Parramatta,Register / POS,Barcode scanner not working,Medium,17,False,True
TCK-14687,2025-11-17,2025-11-17 09:48,Chatswood,Register / POS,Register freezing / crashing,Low,43,False,False
TCK-13308,2025-11-17,2025-11-17 10:12,Chatswood,Network Equipment,Wifi / network drop out,Medium,58,True,False
TCK-11384,2025-11-17,2025-11-17 10:47,Castle Hill,Desktop,Email / account access issue,Medium,16,True,True
TCK-13719,2025-11-17,2025-11-17 10:52,Castle Hill,Desktop,Password reset / login issue,Low,13,True,True
TCK-13030,2025-11-17,2025-11-17 11:03,Parramatta,Network Equipment,Wifi / network drop out,Low,52,False,False
TCK-14832,2025-11-17,2025-11-17 11:06,Liverpool,Laptop,New starter device setup,Medium,25,True,True
TCK-13237,2025-11-17,2025-11-17 11:17,Liverpool,Network Equipment,Wifi / network drop out,Low,32,True,False
TCK-13513,2025-11-17,2025-11-17 11:41,Bondi Junction,Desktop,Slow computer / performance issue,High,39,False,True
TCK-13553,2025-11-17,2025-11-17 13:15,Chatswood,Register / POS,Register freezing / crashing,Medium,34,False,False
TCK-14129,2025-11-17,2025-11-17 13:19,Castle Hill,Laptop,New starter device setup,Low,35,False,True
TCK-10904,2025-11-17,2025-11-17 13:20,Liverpool,Mobile Device,Mobile device setup,Medium,10,False,True
TCK-14382,2025-11-17,2025-11-17 13:29,Parramatta,Mobile Device,Mobile device setup,Medium,19,False,True
TCK-14806,2025-11-17,2025-11-17 13:48,Parramatta,Desktop,Password reset / login issue,Medium,11,False,True
TCK-10842,2025-11-17,2025-11-17 14:28,Castle Hill,Desktop,Password reset / login issue,Low,18,False,True
TCK-11833,2025-11-17,2025-11-17 14:31,Bondi Junction,Register / POS,Barcode scanner not working,High,12,False,True
TCK-13130,2025-11-17,2025-11-17 14:52,Liverpool,Desktop,Password reset / login issue,Low,10,False,True
TCK-10915,2025-11-17,2025-11-17 15:40,Chatswood,Desktop,Slow computer / performance issue,Medium,38,False,True
TCK-13631,2025-11-17,2025-11-17 16:58,Castle Hill,Register / POS,Payment terminal error,Medium,22,False,True
TCK-11922,2025-11-17,2025-11-17 17:07,Chatswood,Desktop,Password reset / login issue,Low,8,True,True
TCK-12398,2025-11-17,2025-11-17 17:31,Liverpool,Laptop,Software install / update request,High,5,False,True
TCK-10536,2025-11-17,2025-11-17 18:42,Chatswood,Laptop,Software install / update request,Low,15,False,True
TCK-13027,2025-11-17,2025-11-17 19:08,Bondi Junction,Register / POS,Payment terminal error,Low,16,False,True
TCK-14463,2025-11-17,2025-11-17 19:42,Bondi Junction,Network Equipment,Printer connectivity issue,Low,39,True,False
TCK-10692,2025-11-17,2025-11-17 19:55,Chatswood,Desktop,Email / account access issue,Medium,16,False,True
TCK-10764,2025-11-17,2025-11-17 20:34,Chatswood,Register / POS,Payment terminal error,Low,27,True,True
TCK-14990,2025-11-18,2025-11-18 08:01,Castle Hill,Network Equipment,Wifi / network drop out,High,20,True,False
TCK-11257,2025-11-18,2025-11-18 08:43,Liverpool,Register / POS,Register freezing / crashing,Low,17,False,False
TCK-13606,2025-11-18,2025-11-18 09:17,Chatswood,Network Equipment,Printer connectivity issue,Medium,32,True,False
TCK-12564,2025-11-18,2025-11-18 09:19,Liverpool,Register / POS,Payment terminal error,Medium,19,True,True
TCK-13149,2025-11-18,2025-11-18 10:19,Castle Hill,Network Equipment,Wifi / network drop out,Medium,27,False,False
TCK-11223,2025-11-18,2025-11-18 10:33,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,26,False,False
TCK-14426,2025-11-18,2025-11-18 11:05,Chatswood,Network Equipment,Wifi / network drop out,Low,60,False,False
TCK-10138,2025-11-18,2025-11-18 12:02,Liverpool,Laptop,Software install / update request,Low,16,False,True
TCK-10084,2025-11-18,2025-11-18 12:13,Parramatta,Desktop,Slow computer / performance issue,High,24,True,True
TCK-11847,2025-11-18,2025-11-18 12:28,Castle Hill,Mobile Device,Mobile device setup,Low,18,False,True
TCK-11665,2025-11-18,2025-11-18 13:01,Chatswood,Desktop,Password reset / login issue,Low,5,False,True
TCK-11229,2025-11-18,2025-11-18 13:46,Liverpool,Register / POS,Register freezing / crashing,High,51,True,False
TCK-14072,2025-11-18,2025-11-18 14:23,Liverpool,Network Equipment,Printer connectivity issue,Medium,30,True,False
TCK-13082,2025-11-18,2025-11-18 14:27,Liverpool,Network Equipment,Printer connectivity issue,Medium,30,True,False
TCK-12872,2025-11-18,2025-11-18 14:49,Bondi Junction,Desktop,Slow computer / performance issue,Medium,32,False,True
TCK-12202,2025-11-18,2025-11-18 15:05,Castle Hill,Network Equipment,Printer connectivity issue,Medium,31,True,False
TCK-13394,2025-11-18,2025-11-18 16:12,Bondi Junction,Mobile Device,Mobile device setup,Medium,20,True,True
TCK-12833,2025-11-18,2025-11-18 16:18,Liverpool,Network Equipment,Printer connectivity issue,Low,50,True,False
TCK-11710,2025-11-18,2025-11-18 16:43,Chatswood,Desktop,Email / account access issue,High,12,True,True
TCK-11700,2025-11-18,2025-11-18 17:11,Chatswood,Desktop,Password reset / login issue,Medium,15,True,True
TCK-14726,2025-11-18,2025-11-18 17:12,Parramatta,Desktop,Slow computer / performance issue,Low,28,False,True
TCK-14253,2025-11-18,2025-11-18 18:01,Chatswood,Network Equipment,Printer connectivity issue,Medium,34,False,False
TCK-15086,2025-11-18,2025-11-18 18:43,Bondi Junction,Desktop,Password reset / login issue,Low,15,True,True
TCK-13078,2025-11-18,2025-11-18 19:07,Liverpool,Network Equipment,Wifi / network drop out,Low,31,True,False
TCK-10310,2025-11-18,2025-11-18 19:15,Bondi Junction,Network Equipment,Wifi / network drop out,High,56,True,False
TCK-12863,2025-11-18,2025-11-18 19:38,Bondi Junction,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-10625,2025-11-18,2025-11-18 20:10,Bondi Junction,Register / POS,Barcode scanner not working,Low,9,False,True
TCK-14691,2025-11-18,2025-11-18 20:13,Liverpool,Desktop,Password reset / login issue,Low,13,False,True
TCK-10773,2025-11-18,2025-11-18 20:48,Castle Hill,Desktop,Password reset / login issue,Medium,5,True,True
TCK-11100,2025-11-18,2025-11-18 20:56,Liverpool,Desktop,Slow computer / performance issue,High,69,True,True
TCK-15097,2025-11-18,2025-11-18 20:59,Castle Hill,Network Equipment,Wifi / network drop out,Medium,52,True,False
TCK-11900,2025-11-19,2025-11-19 08:07,Bondi Junction,Register / POS,Payment terminal error,Medium,9,False,True
TCK-12409,2025-11-19,2025-11-19 08:15,Parramatta,Network Equipment,Printer connectivity issue,Medium,48,True,False
TCK-12788,2025-11-19,2025-11-19 09:06,Liverpool,Register / POS,Register freezing / crashing,Low,33,True,False
TCK-14487,2025-11-19,2025-11-19 10:53,Liverpool,Desktop,Screen / hardware fault,Medium,41,False,True
TCK-14506,2025-11-19,2025-11-19 11:53,Liverpool,Register / POS,Barcode scanner not working,Low,13,False,True
TCK-13618,2025-11-19,2025-11-19 12:12,Chatswood,Network Equipment,Wifi / network drop out,Low,26,False,False
TCK-10240,2025-11-19,2025-11-19 12:14,Castle Hill,Register / POS,Payment terminal error,Low,21,False,True
TCK-11941,2025-11-19,2025-11-19 12:17,Parramatta,Laptop,Software install / update request,Low,22,False,True
TCK-11675,2025-11-19,2025-11-19 12:52,Parramatta,Laptop,Software install / update request,Medium,19,True,True
TCK-13031,2025-11-19,2025-11-19 12:57,Parramatta,Register / POS,Barcode scanner not working,Low,12,False,True
TCK-10236,2025-11-19,2025-11-19 13:07,Castle Hill,Mobile Device,Mobile device setup,Medium,22,False,True
TCK-15082,2025-11-19,2025-11-19 13:33,Bondi Junction,Register / POS,Register freezing / crashing,Medium,45,False,False
TCK-11911,2025-11-19,2025-11-19 13:53,Parramatta,Register / POS,Register freezing / crashing,Medium,43,False,False
TCK-12921,2025-11-19,2025-11-19 14:02,Chatswood,Register / POS,Barcode scanner not working,High,24,True,True
TCK-14576,2025-11-19,2025-11-19 14:11,Liverpool,Register / POS,Barcode scanner not working,Medium,14,False,True
TCK-14798,2025-11-19,2025-11-19 15:52,Liverpool,Laptop,New starter device setup,Low,41,False,True
TCK-14769,2025-11-19,2025-11-19 16:17,Bondi Junction,Register / POS,Register freezing / crashing,Low,45,True,False
TCK-12830,2025-11-19,2025-11-19 16:24,Parramatta,Desktop,Screen / hardware fault,Medium,36,False,True
TCK-12790,2025-11-19,2025-11-19 17:08,Liverpool,Network Equipment,Printer connectivity issue,High,19,True,False
TCK-13880,2025-11-19,2025-11-19 17:18,Bondi Junction,Register / POS,Register freezing / crashing,High,28,False,False
TCK-13499,2025-11-19,2025-11-19 17:41,Chatswood,Network Equipment,Wifi / network drop out,Medium,30,True,False
TCK-12756,2025-11-19,2025-11-19 18:01,Bondi Junction,Register / POS,Barcode scanner not working,Medium,23,False,True
TCK-13266,2025-11-19,2025-11-19 19:28,Parramatta,Desktop,Email / account access issue,Low,17,False,True
TCK-12241,2025-11-20,2025-11-20 08:05,Bondi Junction,Register / POS,Payment terminal error,Low,14,True,True
TCK-15149,2025-11-20,2025-11-20 08:24,Liverpool,Register / POS,Barcode scanner not working,Medium,25,False,True
TCK-13458,2025-11-20,2025-11-20 09:46,Liverpool,Desktop,Password reset / login issue,Medium,15,False,True
TCK-14458,2025-11-20,2025-11-20 10:14,Liverpool,Register / POS,Payment terminal error,Low,22,False,True
TCK-14738,2025-11-20,2025-11-20 10:26,Liverpool,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-10465,2025-11-20,2025-11-20 10:38,Bondi Junction,Desktop,Email / account access issue,Low,6,False,True
TCK-11603,2025-11-20,2025-11-20 10:51,Chatswood,Network Equipment,Printer connectivity issue,Medium,26,True,False
TCK-11340,2025-11-20,2025-11-20 11:07,Liverpool,Laptop,Software install / update request,High,23,False,True
TCK-11459,2025-11-20,2025-11-20 12:46,Liverpool,Register / POS,Payment terminal error,Low,19,True,True
TCK-13454,2025-11-20,2025-11-20 13:26,Parramatta,Desktop,Password reset / login issue,High,5,False,True
TCK-13676,2025-11-20,2025-11-20 14:37,Parramatta,Desktop,Email / account access issue,Low,21,False,True
TCK-10855,2025-11-20,2025-11-20 15:06,Liverpool,Laptop,New starter device setup,Medium,34,False,True
TCK-14326,2025-11-20,2025-11-20 15:07,Castle Hill,Register / POS,Barcode scanner not working,Medium,7,False,True
TCK-15022,2025-11-20,2025-11-20 15:31,Castle Hill,Network Equipment,Printer connectivity issue,High,31,False,False
TCK-10900,2025-11-20,2025-11-20 15:37,Liverpool,Network Equipment,Printer connectivity issue,Medium,31,True,False
TCK-13239,2025-11-20,2025-11-20 15:45,Chatswood,Desktop,Password reset / login issue,Low,18,False,True
TCK-11774,2025-11-20,2025-11-20 16:39,Liverpool,Network Equipment,Printer connectivity issue,Medium,44,False,False
TCK-14185,2025-11-20,2025-11-20 16:52,Bondi Junction,Network Equipment,Wifi / network drop out,Low,32,True,False
TCK-10641,2025-11-20,2025-11-20 17:32,Parramatta,Desktop,Slow computer / performance issue,Low,17,False,True
TCK-14141,2025-11-20,2025-11-20 17:48,Liverpool,Register / POS,Barcode scanner not working,Medium,13,True,True
TCK-14879,2025-11-20,2025-11-20 19:38,Bondi Junction,Network Equipment,Printer connectivity issue,Low,37,True,False
TCK-10006,2025-11-20,2025-11-20 19:41,Liverpool,Network Equipment,Printer connectivity issue,Medium,26,True,False
TCK-11956,2025-11-20,2025-11-20 19:48,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,46,True,False
TCK-11382,2025-11-20,2025-11-20 20:46,Liverpool,Register / POS,Payment terminal error,Medium,12,False,True
TCK-11197,2025-11-21,2025-11-21 08:15,Parramatta,Desktop,Password reset / login issue,Medium,14,True,True
TCK-10549,2025-11-21,2025-11-21 08:20,Castle Hill,Register / POS,Register freezing / crashing,Medium,29,True,False
TCK-10580,2025-11-21,2025-11-21 09:08,Chatswood,Desktop,Slow computer / performance issue,Medium,37,False,True
TCK-11928,2025-11-21,2025-11-21 09:28,Castle Hill,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-11715,2025-11-21,2025-11-21 09:31,Castle Hill,Desktop,Password reset / login issue,High,15,False,True
TCK-12412,2025-11-21,2025-11-21 10:17,Castle Hill,Register / POS,Payment terminal error,Medium,23,True,True
TCK-14146,2025-11-21,2025-11-21 10:19,Parramatta,Network Equipment,Printer connectivity issue,Medium,28,True,False
TCK-15043,2025-11-21,2025-11-21 10:19,Parramatta,Register / POS,Register freezing / crashing,High,32,True,False
TCK-12967,2025-11-21,2025-11-21 10:24,Bondi Junction,Mobile Device,Mobile device setup,Medium,21,False,True
TCK-12590,2025-11-21,2025-11-21 10:38,Parramatta,Desktop,Slow computer / performance issue,Medium,33,False,True
TCK-12308,2025-11-21,2025-11-21 10:42,Liverpool,Register / POS,Barcode scanner not working,Medium,8,False,True
TCK-11579,2025-11-21,2025-11-21 11:53,Parramatta,Desktop,Password reset / login issue,High,8,False,True
TCK-13684,2025-11-21,2025-11-21 12:19,Liverpool,Laptop,Software install / update request,Low,18,False,True
TCK-12569,2025-11-21,2025-11-21 12:36,Parramatta,Desktop,Password reset / login issue,Medium,6,True,True
TCK-11368,2025-11-21,2025-11-21 12:48,Castle Hill,Laptop,New starter device setup,Medium,36,False,True
TCK-14555,2025-11-21,2025-11-21 12:54,Chatswood,Network Equipment,Wifi / network drop out,High,27,True,False
TCK-13721,2025-11-21,2025-11-21 15:30,Liverpool,Desktop,Password reset / login issue,Low,11,True,True
TCK-10865,2025-11-21,2025-11-21 17:34,Liverpool,Network Equipment,Printer connectivity issue,Low,43,True,False
TCK-12336,2025-11-21,2025-11-21 17:54,Bondi Junction,Desktop,Slow computer / performance issue,Low,48,True,True
TCK-11379,2025-11-21,2025-11-21 17:55,Bondi Junction,Laptop,Software install / update request,Medium,16,False,True
TCK-12452,2025-11-21,2025-11-21 18:19,Chatswood,Network Equipment,Wifi / network drop out,Low,60,True,False
TCK-12802,2025-11-21,2025-11-21 18:58,Parramatta,Laptop,New starter device setup,Low,35,False,True
TCK-11547,2025-11-21,2025-11-21 18:59,Castle Hill,Desktop,Screen / hardware fault,Medium,44,False,True
TCK-14745,2025-11-21,2025-11-21 19:09,Bondi Junction,Desktop,Password reset / login issue,Medium,12,False,True
TCK-10963,2025-11-21,2025-11-21 19:58,Chatswood,Network Equipment,Wifi / network drop out,Medium,27,False,False
TCK-10587,2025-11-21,2025-11-21 20:08,Castle Hill,Register / POS,Register freezing / crashing,High,40,False,False
TCK-11105,2025-11-21,2025-11-21 20:08,Liverpool,Register / POS,Register freezing / crashing,Medium,28,False,False
TCK-14953,2025-11-21,2025-11-21 20:17,Chatswood,Network Equipment,Printer connectivity issue,High,37,False,False
TCK-13760,2025-11-22,2025-11-22 08:51,Castle Hill,Network Equipment,Printer connectivity issue,Low,16,True,False
TCK-15108,2025-11-22,2025-11-22 08:57,Chatswood,Register / POS,Register freezing / crashing,Low,28,True,False
TCK-11837,2025-11-22,2025-11-22 09:11,Parramatta,Desktop,Slow computer / performance issue,Low,31,False,True
TCK-10384,2025-11-22,2025-11-22 09:53,Liverpool,Network Equipment,Printer connectivity issue,Medium,30,False,False
TCK-14942,2025-11-22,2025-11-22 09:58,Chatswood,Network Equipment,Wifi / network drop out,Medium,38,True,False
TCK-14873,2025-11-22,2025-11-22 10:18,Bondi Junction,Network Equipment,Printer connectivity issue,High,29,True,False
TCK-11149,2025-11-22,2025-11-22 10:40,Castle Hill,Network Equipment,Printer connectivity issue,High,24,True,False
TCK-14922,2025-11-22,2025-11-22 11:48,Castle Hill,Desktop,Slow computer / performance issue,Low,26,False,True
TCK-12470,2025-11-22,2025-11-22 11:55,Parramatta,Laptop,New starter device setup,High,41,False,True
TCK-12506,2025-11-22,2025-11-22 12:11,Castle Hill,Network Equipment,Printer connectivity issue,Low,35,True,False
TCK-14410,2025-11-22,2025-11-22 12:11,Parramatta,Desktop,Password reset / login issue,Medium,12,False,True
TCK-10291,2025-11-22,2025-11-22 12:35,Castle Hill,Desktop,Password reset / login issue,Medium,13,False,True
TCK-10902,2025-11-22,2025-11-22 12:48,Parramatta,Network Equipment,Wifi / network drop out,High,28,True,False
TCK-12606,2025-11-22,2025-11-22 13:10,Castle Hill,Desktop,Email / account access issue,Low,19,False,True
TCK-10616,2025-11-22,2025-11-22 13:38,Chatswood,Desktop,Slow computer / performance issue,High,39,True,True
TCK-11530,2025-11-22,2025-11-22 14:35,Chatswood,Network Equipment,Printer connectivity issue,Low,25,True,False
TCK-15194,2025-11-22,2025-11-22 15:08,Bondi Junction,Desktop,Password reset / login issue,Medium,6,True,True
TCK-14661,2025-11-22,2025-11-22 15:13,Castle Hill,Desktop,Password reset / login issue,Medium,13,False,True
TCK-12206,2025-11-22,2025-11-22 16:40,Parramatta,Network Equipment,Wifi / network drop out,Medium,43,True,False
TCK-11413,2025-11-22,2025-11-22 16:53,Castle Hill,Register / POS,Barcode scanner not working,High,15,True,True
TCK-13925,2025-11-22,2025-11-22 16:53,Castle Hill,Desktop,Slow computer / performance issue,Medium,13,False,True
TCK-11816,2025-11-22,2025-11-22 18:08,Parramatta,Register / POS,Register freezing / crashing,Medium,42,True,False
TCK-13138,2025-11-22,2025-11-22 18:10,Liverpool,Desktop,Password reset / login issue,High,13,False,True
TCK-10109,2025-11-22,2025-11-22 18:40,Bondi Junction,Desktop,Password reset / login issue,Low,10,False,True
TCK-14670,2025-11-22,2025-11-22 18:47,Bondi Junction,Network Equipment,Printer connectivity issue,Low,5,True,False
TCK-11276,2025-11-22,2025-11-22 19:43,Parramatta,Network Equipment,Printer connectivity issue,High,17,True,False
TCK-11371,2025-11-22,2025-11-22 20:34,Bondi Junction,Desktop,Password reset / login issue,High,11,True,True
TCK-11876,2025-11-23,2025-11-23 08:11,Liverpool,Register / POS,Payment terminal error,Low,21,False,True
TCK-12748,2025-11-23,2025-11-23 08:12,Liverpool,Register / POS,Register freezing / crashing,Medium,42,False,False
TCK-14796,2025-11-23,2025-11-23 08:45,Parramatta,Register / POS,Barcode scanner not working,Medium,12,False,True
TCK-13818,2025-11-23,2025-11-23 09:23,Liverpool,Network Equipment,Printer connectivity issue,Medium,33,True,False
TCK-12299,2025-11-23,2025-11-23 10:05,Parramatta,Desktop,Screen / hardware fault,Medium,53,False,True
TCK-13469,2025-11-23,2025-11-23 11:43,Bondi Junction,Register / POS,Payment terminal error,Medium,32,True,True
TCK-12844,2025-11-23,2025-11-23 11:57,Castle Hill,Laptop,Software install / update request,Medium,20,False,True
TCK-14283,2025-11-23,2025-11-23 12:06,Chatswood,Desktop,Slow computer / performance issue,High,43,False,True
TCK-14996,2025-11-23,2025-11-23 12:27,Bondi Junction,Network Equipment,Printer connectivity issue,Low,25,True,False
TCK-10775,2025-11-23,2025-11-23 13:19,Chatswood,Register / POS,Register freezing / crashing,Medium,44,True,False
TCK-13978,2025-11-23,2025-11-23 13:34,Liverpool,Network Equipment,Wifi / network drop out,Low,28,False,False
TCK-14118,2025-11-23,2025-11-23 13:44,Bondi Junction,Desktop,Password reset / login issue,Medium,11,True,True
TCK-14033,2025-11-23,2025-11-23 13:59,Chatswood,Network Equipment,Printer connectivity issue,Medium,23,True,False
TCK-12143,2025-11-23,2025-11-23 14:16,Bondi Junction,Desktop,Password reset / login issue,High,7,False,True
TCK-14721,2025-11-23,2025-11-23 14:26,Bondi Junction,Desktop,Screen / hardware fault,Medium,46,False,True
TCK-10149,2025-11-23,2025-11-23 14:50,Bondi Junction,Register / POS,Barcode scanner not working,Medium,10,False,True
TCK-14898,2025-11-23,2025-11-23 15:10,Castle Hill,Desktop,Password reset / login issue,Low,16,False,True
TCK-12873,2025-11-23,2025-11-23 15:28,Chatswood,Network Equipment,Wifi / network drop out,Low,26,True,False
TCK-12562,2025-11-23,2025-11-23 15:41,Castle Hill,Network Equipment,Printer connectivity issue,Medium,27,False,False
TCK-12918,2025-11-23,2025-11-23 16:02,Bondi Junction,Register / POS,Register freezing / crashing,Low,45,False,False
TCK-14989,2025-11-23,2025-11-23 16:40,Bondi Junction,Network Equipment,Wifi / network drop out,High,33,False,False
TCK-14227,2025-11-23,2025-11-23 16:44,Chatswood,Register / POS,Barcode scanner not working,High,5,False,True
TCK-10385,2025-11-23,2025-11-23 17:13,Liverpool,Register / POS,Register freezing / crashing,Medium,27,False,False
TCK-11358,2025-11-23,2025-11-23 17:45,Parramatta,Laptop,New starter device setup,Low,50,False,True
TCK-12042,2025-11-23,2025-11-23 17:46,Parramatta,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-13524,2025-11-23,2025-11-23 18:26,Castle Hill,Laptop,Software install / update request,Medium,14,False,True
TCK-13134,2025-11-23,2025-11-23 18:57,Castle Hill,Network Equipment,Wifi / network drop out,Medium,29,True,False
TCK-12836,2025-11-23,2025-11-23 19:05,Chatswood,Register / POS,Payment terminal error,Low,36,True,True
TCK-11891,2025-11-23,2025-11-23 19:13,Liverpool,Register / POS,Register freezing / crashing,Medium,20,False,False
TCK-13095,2025-11-23,2025-11-23 19:59,Parramatta,Desktop,Password reset / login issue,Medium,9,False,True
TCK-11902,2025-11-23,2025-11-23 20:39,Castle Hill,Register / POS,Payment terminal error,Low,22,True,True
TCK-11463,2025-11-24,2025-11-24 08:35,Liverpool,Register / POS,Barcode scanner not working,High,20,True,True
TCK-13447,2025-11-24,2025-11-24 08:48,Castle Hill,Network Equipment,Wifi / network drop out,Medium,28,False,False
TCK-15051,2025-11-24,2025-11-24 09:11,Chatswood,Desktop,Password reset / login issue,Medium,13,False,True
TCK-14659,2025-11-24,2025-11-24 09:29,Castle Hill,Desktop,Password reset / login issue,Low,11,False,True
TCK-13614,2025-11-24,2025-11-24 10:25,Chatswood,Network Equipment,Printer connectivity issue,Medium,36,True,False
TCK-10420,2025-11-24,2025-11-24 10:42,Liverpool,Desktop,Password reset / login issue,High,19,False,True
TCK-11789,2025-11-24,2025-11-24 11:34,Liverpool,Desktop,Slow computer / performance issue,High,37,False,True
TCK-11207,2025-11-24,2025-11-24 11:41,Liverpool,Register / POS,Barcode scanner not working,Medium,13,True,True
TCK-10776,2025-11-24,2025-11-24 11:47,Castle Hill,Register / POS,Register freezing / crashing,Medium,47,False,False
TCK-13487,2025-11-24,2025-11-24 11:49,Chatswood,Network Equipment,Printer connectivity issue,High,38,True,False
TCK-10677,2025-11-24,2025-11-24 11:52,Chatswood,Register / POS,Payment terminal error,Medium,24,False,True
TCK-10079,2025-11-24,2025-11-24 14:57,Chatswood,Network Equipment,Printer connectivity issue,Medium,40,False,False
TCK-12950,2025-11-24,2025-11-24 15:14,Chatswood,Register / POS,Payment terminal error,High,14,True,True
TCK-12508,2025-11-24,2025-11-24 17:00,Liverpool,Register / POS,Barcode scanner not working,High,13,False,True
TCK-14297,2025-11-24,2025-11-24 17:19,Castle Hill,Desktop,Email / account access issue,Low,12,False,True
TCK-11998,2025-11-24,2025-11-24 18:11,Liverpool,Network Equipment,Wifi / network drop out,Low,46,True,False
TCK-10981,2025-11-24,2025-11-24 18:47,Bondi Junction,Network Equipment,Printer connectivity issue,Low,31,True,False
TCK-10999,2025-11-25,2025-11-25 08:59,Bondi Junction,Desktop,Slow computer / performance issue,Medium,36,False,True
TCK-14948,2025-11-25,2025-11-25 09:25,Parramatta,Laptop,New starter device setup,Low,44,False,True
TCK-10983,2025-11-25,2025-11-25 09:57,Chatswood,Laptop,New starter device setup,Low,44,False,True
TCK-12175,2025-11-25,2025-11-25 10:22,Chatswood,Network Equipment,Wifi / network drop out,High,42,False,False
TCK-10527,2025-11-25,2025-11-25 10:35,Bondi Junction,Desktop,Password reset / login issue,Medium,11,False,True
