ticket_id,created_date,month_year,month_sort,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,repeat_visit_status,kb_article_existed,kb_article_status,total_minutes_incl_repeat
TCK-13335,2025-10-22,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11634,2025-10-22,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Medium,36,True,Repeat Visit,False,No KB Article,72
TCK-13140,2025-10-22,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-13449,2025-10-22,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,High,39,True,Repeat Visit,False,No KB Article,78
TCK-12004,2025-10-22,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,High,38,True,Repeat Visit,False,No KB Article,76
TCK-11500,2025-10-22,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12687,2025-10-22,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,30,True,Repeat Visit,False,No KB Article,60
TCK-15006,2025-10-22,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Medium,22,True,Repeat Visit,True,Has KB Article,44
TCK-13839,2025-10-22,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Medium,41,True,Repeat Visit,False,No KB Article,82
TCK-10837,2025-10-22,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-13318,2025-10-22,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,High,44,False,Resolved First Visit,True,Has KB Article,44
TCK-12849,2025-10-22,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,High,41,True,Repeat Visit,True,Has KB Article,82
TCK-12537,2025-10-22,Oct 2025,2025-10,Liverpool,Laptop,Software install / update request,Medium,22,False,Resolved First Visit,True,Has KB Article,22
TCK-12325,2025-10-22,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,23,True,Repeat Visit,False,No KB Article,46
TCK-13595,2025-10-22,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,High,19,True,Repeat Visit,True,Has KB Article,38
TCK-12416,2025-10-22,Oct 2025,2025-10,Castle Hill,Desktop,Slow computer / performance issue,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10966,2025-10-22,Oct 2025,2025-10,Bondi Junction,Laptop,Software install / update request,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-12459,2025-10-22,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Medium,38,False,Resolved First Visit,True,Has KB Article,38
TCK-14327,2025-10-22,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,39,False,Resolved First Visit,False,No KB Article,39
TCK-10924,2025-10-22,Oct 2025,2025-10,Parramatta,Laptop,Software install / update request,Medium,17,True,Repeat Visit,True,Has KB Article,34
TCK-11158,2025-10-22,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Medium,33,False,Resolved First Visit,False,No KB Article,33
TCK-13428,2025-10-22,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,High,36,True,Repeat Visit,True,Has KB Article,72
TCK-10190,2025-10-22,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,High,40,False,Resolved First Visit,True,Has KB Article,40
TCK-12098,2025-10-22,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,55,False,Resolved First Visit,True,Has KB Article,55
TCK-11002,2025-10-22,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-13294,2025-10-22,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,High,29,False,Resolved First Visit,False,No KB Article,29
TCK-12523,2025-10-23,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,19,False,Resolved First Visit,False,No KB Article,19
TCK-13421,2025-10-23,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,36,True,Repeat Visit,False,No KB Article,72
TCK-13020,2025-10-23,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,High,34,True,Repeat Visit,False,No KB Article,68
TCK-11777,2025-10-23,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Low,7,True,Repeat Visit,True,Has KB Article,14
TCK-14101,2025-10-23,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Medium,49,False,Resolved First Visit,False,No KB Article,49
TCK-11252,2025-10-23,Oct 2025,2025-10,Chatswood,Laptop,New starter device setup,High,49,False,Resolved First Visit,True,Has KB Article,49
TCK-11690,2025-10-23,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-13654,2025-10-23,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,High,22,False,Resolved First Visit,False,No KB Article,22
TCK-11082,2025-10-23,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,High,42,True,Repeat Visit,False,No KB Article,84
TCK-13061,2025-10-23,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Low,11,False,Resolved First Visit,True,Has KB Article,11
TCK-11171,2025-10-23,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Low,9,False,Resolved First Visit,True,Has KB Article,9
TCK-12726,2025-10-23,Oct 2025,2025-10,Bondi Junction,Desktop,Email / account access issue,High,7,False,Resolved First Visit,True,Has KB Article,7
TCK-10457,2025-10-23,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Medium,37,False,Resolved First Visit,False,No KB Article,37
TCK-12164,2025-10-23,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Low,32,True,Repeat Visit,False,No KB Article,64
TCK-12463,2025-10-23,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Medium,63,False,Resolved First Visit,False,No KB Article,63
TCK-11893,2025-10-23,Oct 2025,2025-10,Liverpool,Desktop,Slow computer / performance issue,Low,53,True,Repeat Visit,True,Has KB Article,106
TCK-13759,2025-10-23,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,High,7,True,Repeat Visit,True,Has KB Article,14
TCK-15038,2025-10-23,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Low,31,True,Repeat Visit,False,No KB Article,62
TCK-10003,2025-10-23,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,36,True,Repeat Visit,False,No KB Article,72
TCK-14395,2025-10-23,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Low,32,False,Resolved First Visit,True,Has KB Article,32
TCK-13482,2025-10-23,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,High,24,True,Repeat Visit,True,Has KB Article,48
TCK-10688,2025-10-23,Oct 2025,2025-10,Castle Hill,Desktop,Screen / hardware fault,Medium,53,False,Resolved First Visit,True,Has KB Article,53
TCK-14944,2025-10-23,Oct 2025,2025-10,Castle Hill,Desktop,Email / account access issue,Low,22,False,Resolved First Visit,True,Has KB Article,22
TCK-13675,2025-10-23,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,9,True,Repeat Visit,True,Has KB Article,18
TCK-14520,2025-10-23,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,High,46,False,Resolved First Visit,True,Has KB Article,46
TCK-13692,2025-10-23,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Medium,52,True,Repeat Visit,True,Has KB Article,104
TCK-12681,2025-10-23,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,High,27,True,Repeat Visit,False,No KB Article,54
TCK-10582,2025-10-23,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13246,2025-10-24,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Low,38,True,Repeat Visit,False,No KB Article,76
TCK-13508,2025-10-24,Oct 2025,2025-10,Parramatta,Laptop,New starter device setup,Medium,62,False,Resolved First Visit,True,Has KB Article,62
TCK-14563,2025-10-24,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Medium,25,False,Resolved First Visit,True,Has KB Article,25
TCK-11669,2025-10-24,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,33,False,Resolved First Visit,False,No KB Article,33
TCK-11540,2025-10-24,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Low,34,True,Repeat Visit,False,No KB Article,68
TCK-11983,2025-10-24,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,High,22,True,Repeat Visit,False,No KB Article,44
TCK-10296,2025-10-24,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,Medium,21,True,Repeat Visit,True,Has KB Article,42
TCK-10353,2025-10-24,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Medium,45,False,Resolved First Visit,True,Has KB Article,45
TCK-12905,2025-10-24,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,High,13,True,Repeat Visit,True,Has KB Article,26
TCK-14143,2025-10-24,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,High,11,True,Repeat Visit,True,Has KB Article,22
TCK-12238,2025-10-24,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-13346,2025-10-24,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,23,False,Resolved First Visit,False,No KB Article,23
TCK-11396,2025-10-24,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-13537,2025-10-24,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Low,33,False,Resolved First Visit,False,No KB Article,33
TCK-11299,2025-10-24,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-10414,2025-10-24,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,High,39,False,Resolved First Visit,True,Has KB Article,39
TCK-12521,2025-10-24,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-10813,2025-10-24,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13307,2025-10-24,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Low,33,False,Resolved First Visit,False,No KB Article,33
TCK-12637,2025-10-24,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Medium,40,False,Resolved First Visit,False,No KB Article,40
TCK-14120,2025-10-24,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-13800,2025-10-24,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-11751,2025-10-24,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,46,True,Repeat Visit,False,No KB Article,92
TCK-10845,2025-10-24,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,20,True,Repeat Visit,False,No KB Article,40
TCK-12745,2025-10-24,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Low,45,False,Resolved First Visit,True,Has KB Article,45
TCK-13186,2025-10-24,Oct 2025,2025-10,Bondi Junction,Register / POS,Barcode scanner not working,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-10381,2025-10-24,Oct 2025,2025-10,Chatswood,Laptop,Software install / update request,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-10965,2025-10-24,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Low,12,True,Repeat Visit,True,Has KB Article,24
TCK-10111,2025-10-24,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11691,2025-10-24,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-10496,2025-10-24,Oct 2025,2025-10,Liverpool,Register / POS,Barcode scanner not working,High,13,True,Repeat Visit,True,Has KB Article,26
TCK-13014,2025-10-24,Oct 2025,2025-10,Castle Hill,Network Equipment,Wifi / network drop out,Medium,21,False,Resolved First Visit,False,No KB Article,21
TCK-11852,2025-10-24,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,High,13,False,Resolved First Visit,True,Has KB Article,13
TCK-10431,2025-10-24,Oct 2025,2025-10,Castle Hill,Network Equipment,Wifi / network drop out,Medium,44,False,Resolved First Visit,False,No KB Article,44
TCK-10034,2025-10-24,Oct 2025,2025-10,Chatswood,Laptop,New starter device setup,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10155,2025-10-24,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Low,26,False,Resolved First Visit,False,No KB Article,26
TCK-14055,2025-10-24,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,Low,21,False,Resolved First Visit,True,Has KB Article,21
TCK-13071,2025-10-24,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Low,9,False,Resolved First Visit,True,Has KB Article,9
TCK-13975,2025-10-24,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,High,24,False,Resolved First Visit,True,Has KB Article,24
TCK-14937,2025-10-25,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-13643,2025-10-25,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Low,46,True,Repeat Visit,False,No KB Article,92
TCK-14618,2025-10-25,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13687,2025-10-25,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-14219,2025-10-25,Oct 2025,2025-10,Bondi Junction,Desktop,Screen / hardware fault,High,49,False,Resolved First Visit,True,Has KB Article,49
TCK-13040,2025-10-25,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,High,46,True,Repeat Visit,False,No KB Article,92
TCK-14858,2025-10-25,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,19,True,Repeat Visit,False,No KB Article,38
TCK-11067,2025-10-25,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,High,12,False,Resolved First Visit,True,Has KB Article,12
TCK-11979,2025-10-25,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-11959,2025-10-25,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Low,30,True,Repeat Visit,False,No KB Article,60
TCK-14343,2025-10-25,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-10891,2025-10-25,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-11049,2025-10-25,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,21,False,Resolved First Visit,False,No KB Article,21
TCK-14007,2025-10-25,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,27,True,Repeat Visit,False,No KB Article,54
TCK-12283,2025-10-25,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,High,7,False,Resolved First Visit,True,Has KB Article,7
TCK-12137,2025-10-25,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Medium,22,True,Repeat Visit,True,Has KB Article,44
TCK-11754,2025-10-25,Oct 2025,2025-10,Liverpool,Mobile Device,Mobile device setup,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-15107,2025-10-25,Oct 2025,2025-10,Parramatta,Laptop,Software install / update request,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-13416,2025-10-25,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,High,52,True,Repeat Visit,False,No KB Article,104
TCK-12349,2025-10-25,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13172,2025-10-26,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Medium,34,False,Resolved First Visit,False,No KB Article,34
TCK-13047,2025-10-26,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Low,31,True,Repeat Visit,False,No KB Article,62
TCK-11716,2025-10-26,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Medium,38,True,Repeat Visit,False,No KB Article,76
TCK-10076,2025-10-26,Oct 2025,2025-10,Liverpool,Mobile Device,Mobile device setup,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-10099,2025-10-26,Oct 2025,2025-10,Liverpool,Desktop,Slow computer / performance issue,Low,41,False,Resolved First Visit,True,Has KB Article,41
TCK-11177,2025-10-26,Oct 2025,2025-10,Liverpool,Register / POS,Barcode scanner not working,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-13481,2025-10-26,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,30,True,Repeat Visit,False,No KB Article,60
TCK-11293,2025-10-26,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Low,31,True,Repeat Visit,False,No KB Article,62
TCK-11536,2025-10-26,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Low,36,True,Repeat Visit,True,Has KB Article,72
TCK-11444,2025-10-26,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,44,True,Repeat Visit,False,No KB Article,88
TCK-15162,2025-10-26,Oct 2025,2025-10,Castle Hill,Desktop,Slow computer / performance issue,Medium,42,False,Resolved First Visit,True,Has KB Article,42
TCK-14542,2025-10-26,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Low,10,True,Repeat Visit,False,No KB Article,20
TCK-11111,2025-10-26,Oct 2025,2025-10,Liverpool,Laptop,Software install / update request,Medium,21,True,Repeat Visit,True,Has KB Article,42
TCK-14430,2025-10-26,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Medium,30,True,Repeat Visit,False,No KB Article,60
TCK-11518,2025-10-26,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,45,True,Repeat Visit,False,No KB Article,90
TCK-13256,2025-10-26,Oct 2025,2025-10,Liverpool,Desktop,Email / account access issue,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-10829,2025-10-26,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Low,8,False,Resolved First Visit,True,Has KB Article,8
TCK-10682,2025-10-26,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Low,37,False,Resolved First Visit,False,No KB Article,37
TCK-14151,2025-10-26,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Medium,59,True,Repeat Visit,False,No KB Article,118
TCK-14640,2025-10-26,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,33,False,Resolved First Visit,False,No KB Article,33
TCK-12313,2025-10-26,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,High,20,False,Resolved First Visit,True,Has KB Article,20
TCK-10378,2025-10-26,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-10683,2025-10-26,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-10960,2025-10-26,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Medium,15,True,Repeat Visit,True,Has KB Article,30
TCK-12345,2025-10-26,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,High,54,False,Resolved First Visit,True,Has KB Article,54
TCK-11601,2025-10-26,Oct 2025,2025-10,Parramatta,Desktop,Email / account access issue,High,13,False,Resolved First Visit,True,Has KB Article,13
TCK-13314,2025-10-26,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Medium,40,False,Resolved First Visit,False,No KB Article,40
TCK-10522,2025-10-26,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Low,19,True,Repeat Visit,True,Has KB Article,38
TCK-13504,2025-10-26,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-10257,2025-10-26,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,40,True,Repeat Visit,False,No KB Article,80
TCK-12591,2025-10-26,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Medium,34,False,Resolved First Visit,False,No KB Article,34
TCK-12381,2025-10-26,Oct 2025,2025-10,Liverpool,Register / POS,Barcode scanner not working,Low,25,True,Repeat Visit,True,Has KB Article,50
TCK-10327,2025-10-26,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13814,2025-10-27,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-14083,2025-10-27,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,5,True,Repeat Visit,True,Has KB Article,10
TCK-13788,2025-10-27,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,Medium,24,False,Resolved First Visit,True,Has KB Article,24
TCK-10560,2025-10-27,Oct 2025,2025-10,Bondi Junction,Desktop,Email / account access issue,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-10976,2025-10-27,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,High,20,False,Resolved First Visit,True,Has KB Article,20
TCK-11135,2025-10-27,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,7,True,Repeat Visit,True,Has KB Article,14
TCK-10011,2025-10-27,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,22,True,Repeat Visit,False,No KB Article,44
TCK-13518,2025-10-27,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,10,True,Repeat Visit,True,Has KB Article,20
TCK-12605,2025-10-27,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,High,34,True,Repeat Visit,False,No KB Article,68
TCK-13748,2025-10-27,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Medium,33,False,Resolved First Visit,True,Has KB Article,33
TCK-11732,2025-10-27,Oct 2025,2025-10,Chatswood,Laptop,New starter device setup,Medium,26,False,Resolved First Visit,True,Has KB Article,26
TCK-12287,2025-10-27,Oct 2025,2025-10,Parramatta,Laptop,New starter device setup,Medium,57,False,Resolved First Visit,True,Has KB Article,57
TCK-14462,2025-10-27,Oct 2025,2025-10,Liverpool,Laptop,Software install / update request,High,19,True,Repeat Visit,True,Has KB Article,38
TCK-11667,2025-10-27,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-13333,2025-10-27,Oct 2025,2025-10,Parramatta,Desktop,Email / account access issue,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-13432,2025-10-27,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Medium,36,False,Resolved First Visit,False,No KB Article,36
TCK-10887,2025-10-27,Oct 2025,2025-10,Chatswood,Laptop,New starter device setup,Low,68,True,Repeat Visit,True,Has KB Article,136
TCK-13600,2025-10-27,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,24,False,Resolved First Visit,False,No KB Article,24
TCK-11260,2025-10-27,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-11121,2025-10-27,Oct 2025,2025-10,Liverpool,Desktop,Email / account access issue,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-12604,2025-10-27,Oct 2025,2025-10,Liverpool,Register / POS,Barcode scanner not working,High,15,False,Resolved First Visit,True,Has KB Article,15
TCK-13327,2025-10-27,Oct 2025,2025-10,Castle Hill,Network Equipment,Wifi / network drop out,Medium,5,True,Repeat Visit,False,No KB Article,10
TCK-11280,2025-10-27,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-11938,2025-10-27,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,High,33,True,Repeat Visit,False,No KB Article,66
TCK-12887,2025-10-27,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,Low,47,False,Resolved First Visit,True,Has KB Article,47
TCK-13110,2025-10-27,Oct 2025,2025-10,Liverpool,Laptop,New starter device setup,Medium,31,False,Resolved First Visit,True,Has KB Article,31
TCK-10208,2025-10-27,Oct 2025,2025-10,Parramatta,Laptop,Software install / update request,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-14567,2025-10-27,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10932,2025-10-27,Oct 2025,2025-10,Chatswood,Mobile Device,Mobile device setup,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14529,2025-10-27,Oct 2025,2025-10,Bondi Junction,Register / POS,Barcode scanner not working,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-14585,2025-10-27,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-11507,2025-10-28,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,High,32,False,Resolved First Visit,True,Has KB Article,32
TCK-13210,2025-10-28,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Medium,27,False,Resolved First Visit,True,Has KB Article,27
TCK-13389,2025-10-28,Oct 2025,2025-10,Bondi Junction,Laptop,Software install / update request,High,25,False,Resolved First Visit,True,Has KB Article,25
TCK-13437,2025-10-28,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,44,True,Repeat Visit,True,Has KB Article,88
TCK-10806,2025-10-28,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,Medium,25,False,Resolved First Visit,True,Has KB Article,25
TCK-11056,2025-10-28,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,33,True,Repeat Visit,False,No KB Article,66
TCK-12426,2025-10-28,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,High,15,False,Resolved First Visit,True,Has KB Article,15
TCK-12204,2025-10-28,Oct 2025,2025-10,Castle Hill,Desktop,Slow computer / performance issue,Low,19,False,Resolved First Visit,True,Has KB Article,19
TCK-11694,2025-10-28,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-14786,2025-10-28,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Low,40,True,Repeat Visit,False,No KB Article,80
